﻿operator_id;operator_name;szenario_id;verbrauch_mwh;leistung_kw;spannung;arbeitskosten_ht_2025;leistungskosten_2025;grundkosten_2025;messkosten_2025;umlage_17_2025;umlage_19_2025;kwkg_2025;konzessionsabgabe_2025;arbeitskosten_ht_2026;leistungskosten_2026;grundkosten_2026;messkosten_2026;umlage_17_2026;umlage_19_2026;kwkg_2026;konzessionsabgabe_2026
A34;Netze BW GmbH;S4;50000;25000;NSP;4865000;0;107.96;10.42;408000;40080;138500;660000;3785000;0;84;10.67;470500;40090;223000;660000
A34;Netze BW GmbH;S4;50000;25000;MSP;4630000;580000;0;546.99;408000;40080;138500;55000;3160000;415250;0;555.96;470500;40090;223000;55000
A35;Netze Duisburg GmbH;S1;1000;550;NSP;83200;0;107;9.06;8160;15580;2770;23900;69400;0;101;9.13;9410;15590;4460;23900
A35;Netze Duisburg GmbH;S1;1000;550;MSP;77000;6946.5;0;397.41;8160;15580;2770;1100;64600;6028;0;400.14;9410;15590;4460;1100
A35;Netze Duisburg GmbH;S2;5000;1500;NSP;416000;0;107;9.06;40800;17580;13850;119500;347000;0;101;9.13;47050;17590;22300;119500
A35;Netze Duisburg GmbH;S2;5000;1500;MSP;88000;241605;0;397.41;40800;17580;13850;5500;76000;201780;0;400.14;47050;17590;22300;5500
A35;Netze Duisburg GmbH;S3;20000;7000;NSP;1664000;0;107;9.06;163200;25080;55400;478000;1388000;0;101;9.13;188200;25090;89200;478000
A35;Netze Duisburg GmbH;S3;20000;7000;MSP;352000;1127490;0;397.41;163200;25080;55400;22000;304000;941640;0;400.14;188200;25090;89200;22000
A35;Netze Duisburg GmbH;S4;50000;25000;NSP;4160000;0;107;9.06;408000;40080;138500;1195000;3470000;0;101;9.13;470500;40090;223000;1195000
A35;Netze Duisburg GmbH;S4;50000;25000;MSP;3850000;315750;0;397.41;408000;40080;138500;55000;3230000;274000;0;400.14;470500;40090;223000;55000
A36;Netze Magdeburg GmbH;S1;1000;550;MSP;91200;2365;0;615;8160;15580;2770;1100;78400;1413.5;0;615;9410;15590;4460;1100
A36;Netze Magdeburg GmbH;S2;5000;1500;MSP;101000;272610;0;615;40800;17580;13850;5500;69000;246240;0;615;47050;17590;22300;5500
A36;Netze Magdeburg GmbH;S3;20000;7000;MSP;404000;1272180;0;615;163200;25080;55400;22000;276000;1149120;0;615;188200;25090;89200;22000
A36;Netze Magdeburg GmbH;S4;50000;25000;MSP;4560000;107500;0;615;408000;40080;138500;55000;3920000;64250;0;615;470500;40090;223000;55000
A37;Netzgesellschaft Düsseldorf mbH;S1;1000;550;MSP;61100;11676.5;0;446.34;8160;15580;2770;1100;45200;8552.5;0;528.96;9410;15590;4460;1100
A37;Netzgesellschaft Düsseldorf mbH;S2;5000;1500;MSP;103000;183765;0;446.34;40800;17580;13850;5500;75000;136740;0;528.96;47050;17590;22300;5500
A37;Netzgesellschaft Düsseldorf mbH;S3;20000;7000;MSP;412000;857570;0;446.34;163200;25080;55400;22000;300000;638120;0;528.96;188200;25090;89200;22000
A37;Netzgesellschaft Düsseldorf mbH;S4;50000;25000;MSP;3055000;530750;0;446.34;408000;40080;138500;55000;2260000;388750;0;528.96;470500;40090;223000;55000
A38;Netzgesellschaft Frankfurt (Oder) mbH;S1;1000;550;NSP;54500;0;50;9.65;8160;15580;2770;15900;52600;0;50;9.65;9410;15590;4460;15900
A38;Netzgesellschaft Frankfurt (Oder) mbH;S1;1000;550;MSP;39600;9328;0;579.54;8160;15580;2770;1100;30900;7276.5;0;579.54;9410;15590;4460;1100
A38;Netzgesellschaft Frankfurt (Oder) mbH;S2;5000;1500;NSP;272500.01;0;50;9.65;40800;17580;13850;79500;263000;0;50;9.65;47050;17590;22300;79500
A38;Netzgesellschaft Frankfurt (Oder) mbH;S2;5000;1500;MSP;72500.01;119325;0;579.54;40800;17580;13850;5500;56500;93465;0;579.54;47050;17590;22300;5500
A38;Netzgesellschaft Frankfurt (Oder) mbH;S3;20000;7000;NSP;1090000;0;50;9.65;163200;25080;55400;318000;1052000;0;50;9.65;188200;25090;89200;318000
A38;Netzgesellschaft Frankfurt (Oder) mbH;S3;20000;7000;MSP;290000;556850;0;579.54;163200;25080;55400;22000;226000;436170;0;579.54;188200;25090;89200;22000
A38;Netzgesellschaft Frankfurt (Oder) mbH;S4;50000;25000;NSP;2725000;0;50;9.65;408000;40080;138500;795000;2630000;0;50;9.65;470500;40090;223000;795000
A38;Netzgesellschaft Frankfurt (Oder) mbH;S4;50000;25000;MSP;1980000;424000;0;579.54;408000;40080;138500;55000;1545000;330750;0;579.54;470500;40090;223000;55000
A39;NEW Netz GmbH;S1;1000;550;MSP;62600;12650;0;489.1;8160;15580;2770;1100;46300;9240;0;489.1;9410;15590;4460;1100
A39;NEW Netz GmbH;S2;5000;1500;MSP;40500;238800;0;489.1;40800;17580;13850;5500;28500;177510;0;489.1;47050;17590;22300;5500
A39;NEW Netz GmbH;S3;20000;7000;MSP;162000;1114400;0;489.1;163200;25080;55400;22000;114000;828380;0;489.1;188200;25090;89200;22000
A39;NEW Netz GmbH;S4;50000;25000;MSP;3130000;575000;0;489.1;408000;40080;138500;55000;2315000;420000;0;489.1;470500;40090;223000;55000
A40;OsthessenNetz GmbH;S1;1000;550;MSP;55700;15372.5;0;612;8160;15580;2770;1100;37500;11022;0;612;9410;15590;4460;1100
A40;OsthessenNetz GmbH;S2;5000;1500;MSP;89500;183765;0;612;40800;17580;13850;5500;69000;118830;0;612;47050;17590;22300;5500
A40;OsthessenNetz GmbH;S3;20000;7000;MSP;358000;857570;0;612;163200;25080;55400;22000;276000;554540;0;612;188200;25090;89200;22000
A40;OsthessenNetz GmbH;S4;50000;25000;MSP;2785000;698750;0;612;408000;40080;138500;55000;1875000;501000;0;612;470500;40090;223000;55000
A41;Regensburg Netz GmbH;S1;1000;550;MSP;50400;9531.5;0;727.68;8160;15580;2770;1100;39100;6572.5;0;727.68;9410;15590;4460;1100
A41;Regensburg Netz GmbH;S1;1000;550;NSP;65300;0;70;12.72;8160;15580;2770;19900;50500;0;70;12.72;9410;15590;4460;19900
A41;Regensburg Netz GmbH;S2;5000;1500;MSP;98500;140940;0;727.68;40800;17580;13850;5500;59000;120270;0;727.68;47050;17590;22300;5500
A41;Regensburg Netz GmbH;S2;5000;1500;NSP;326500;0;70;12.72;40800;17580;13850;99500;252500;0;70;12.72;47050;17590;22300;99500
A41;Regensburg Netz GmbH;S3;20000;7000;MSP;394000;657720;0;727.68;163200;25080;55400;22000;236000;561260;0;727.68;188200;25090;89200;22000
A41;Regensburg Netz GmbH;S3;20000;7000;NSP;1306000;0;70;12.72;163200;25080;55400;398000;1010000;0;70;12.72;188200;25090;89200;398000
A41;Regensburg Netz GmbH;S4;50000;25000;MSP;2520000;433250;0;727.68;408000;40080;138500;55000;1955000;298750;0;727.68;470500;40090;223000;55000
A41;Regensburg Netz GmbH;S4;50000;25000;NSP;3265000;0;70;12.72;408000;40080;138500;995000;2525000;0;70;12.72;470500;40090;223000;995000
A42;Regionetz GmbH;S1;1000;550;MSP;77500.01;11170.5;0;773.8;8160;15580;2770;1100;53400;9476.5;0;773.8;9410;15590;4460;1100
A42;Regionetz GmbH;S2;5000;1500;MSP;61000;275325;0;773.8;40800;17580;13850;5500;76000;169005;0;773.8;47050;17590;22300;5500
A42;Regionetz GmbH;S3;20000;7000;MSP;244000;1284850;0;773.8;163200;25080;55400;22000;304000;788690;0;773.8;188200;25090;89200;22000
A42;Regionetz GmbH;S4;50000;25000;MSP;3875000;507750;0;773.8;408000;40080;138500;55000;2670000;430750;0;773.8;470500;40090;223000;55000
A43;RheinNetz GmbH;S1;1000;550;MSP;53600;13860;0;704.57;8160;15580;2770;1100;45600;11775.5;0;704.57;9410;15590;4460;1100
A43;RheinNetz GmbH;S2;5000;1500;MSP;74000;183315;0;704.57;40800;17580;13850;5500;63000;155760;0;704.57;47050;17590;22300;5500
A43;RheinNetz GmbH;S3;20000;7000;MSP;296000;855470;0;704.57;163200;25080;55400;22000;252000;726880;0;704.57;188200;25090;89200;22000
A43;RheinNetz GmbH;S4;50000;25000;MSP;2680000;630000;0;704.57;408000;40080;138500;55000;2280000;535250;0;704.57;470500;40090;223000;55000
A44;Städtische Werke Lauf a.d. Pegnitz GmbH;S1;1000;550;MSP;88300;18100.5;0;815.52;8160;15580;2770;1100;71300;14613.5;0;815.52;9410;15590;4460;1100
A44;Städtische Werke Lauf a.d. Pegnitz GmbH;S1;1000;550;NSP;74900;0;69.35;17.16;8160;15580;2770;15900;64900;0;69.35;17.16;9410;15590;4460;15900
A44;Städtische Werke Lauf a.d. Pegnitz GmbH;S2;5000;1500;MSP;60000;335430;0;815.52;40800;17580;13850;5500;48500;270990;0;815.52;47050;17590;22300;5500
A44;Städtische Werke Lauf a.d. Pegnitz GmbH;S2;5000;1500;NSP;374500;0;69.35;17.16;40800;17580;13850;79500;324500;0;69.35;17.16;47050;17590;22300;79500
A44;Städtische Werke Lauf a.d. Pegnitz GmbH;S3;20000;7000;MSP;240000;1565340;0;815.52;163200;25080;55400;22000;194000;1264620;0;815.52;188200;25090;89200;22000
A44;Städtische Werke Lauf a.d. Pegnitz GmbH;S3;20000;7000;NSP;1498000;0;69.35;17.16;163200;25080;55400;318000;1298000;0;69.35;17.16;188200;25090;89200;318000
A44;Städtische Werke Lauf a.d. Pegnitz GmbH;S4;50000;25000;MSP;4415000;822750;0;815.52;408000;40080;138500;55000;3565000;664250;0;815.52;470500;40090;223000;55000
A44;Städtische Werke Lauf a.d. Pegnitz GmbH;S4;50000;25000;NSP;3745000;0;69.35;17.16;408000;40080;138500;795000;3245000;0;69.35;17.16;470500;40090;223000;795000
A45;Stadtnetze Münster;S1;1000;550;MSP;77200;5186.5;0;527.16;8160;15580;2770;1100;65100;4378;0;527.16;9410;15590;4460;1100
A45;Stadtnetze Münster;S2;5000;1500;MSP;89500;236715;0;527.16;40800;17580;13850;5500;75500;199665;0;527.16;47050;17590;22300;5500
A45;Stadtnetze Münster;S3;20000;7000;MSP;358000;1104670;0;527.16;163200;25080;55400;22000;302000;931770;0;527.16;188200;25090;89200;22000
A45;Stadtnetze Münster;S4;50000;25000;MSP;3860000;235750;0;527.16;408000;40080;138500;55000;3255000;199000;0;527.16;470500;40090;223000;55000
A46;Stadtwerke Altdorf GmbH;S1;1000;550;NSP;85700;0;100;15.2;8160;15580;2770;13200;79900;0;100;15.2;9410;15590;4460;13200
A46;Stadtwerke Altdorf GmbH;S1;1000;550;MSP;39400;8063;0;951.32;8160;15580;2770;1100;40700;7645;0;951.32;9410;15590;4460;1100
A46;Stadtwerke Altdorf GmbH;S2;5000;1500;NSP;428500;0;100;15.2;40800;17580;13850;66000;399500;0;100;15.2;47050;17590;22300;66000
A46;Stadtwerke Altdorf GmbH;S2;5000;1500;MSP;26500;149625;0;951.32;40800;17580;13850;5500;18500;159645;0;951.32;47050;17590;22300;5500
A46;Stadtwerke Altdorf GmbH;S3;20000;7000;NSP;1714000;0;100;15.2;163200;25080;55400;264000;1598000;0;100;15.2;188200;25090;89200;264000
A46;Stadtwerke Altdorf GmbH;S3;20000;7000;MSP;106000;698250;0;951.32;163200;25080;55400;22000;74000;745010;0;951.32;188200;25090;89200;22000
A46;Stadtwerke Altdorf GmbH;S4;50000;25000;NSP;4285000;0;100;15.2;408000;40080;138500;660000;3995000;0;100;15.2;470500;40090;223000;660000
A46;Stadtwerke Altdorf GmbH;S4;50000;25000;MSP;1970000;366500;0;951.32;408000;40080;138500;55000;2035000;347500;0;951.32;470500;40090;223000;55000
A47;Stadtwerke Bramsche GmbH;S1;1000;550;NSP;94200;0;60;14.75;8160;15580;2770;15900;92100;0;60;14.75;9410;15590;4460;15900
A47;Stadtwerke Bramsche GmbH;S2;5000;1500;NSP;471000;0;60;14.75;40800;17580;13850;79500;460500;0;60;14.75;47050;17590;22300;79500
A47;Stadtwerke Bramsche GmbH;S3;20000;7000;NSP;1884000;0;60;14.75;163200;25080;55400;318000;1842000;0;60;14.75;188200;25090;89200;318000
A47;Stadtwerke Bramsche GmbH;S4;50000;25000;NSP;4710000;0;60;14.75;408000;40080;138500;795000;4605000;0;60;14.75;470500;40090;223000;795000
A48;Stadtwerke Dülmen GmbH;S1;1000;550;MSP;62500.01;10670;0;620;8160;15580;2770;1100;41300;7045.5;0;620;9410;15590;4460;1100
A48;Stadtwerke Dülmen GmbH;S2;5000;1500;MSP;66500;213690;0;620;40800;17580;13850;5500;44000;141120;0;620;47050;17590;22300;5500
A48;Stadtwerke Dülmen GmbH;S3;20000;7000;MSP;266000;997220;0;620;163200;25080;55400;22000;176000;658560;0;620;188200;25090;89200;22000
A48;Stadtwerke Dülmen GmbH;S4;50000;25000;MSP;3125000;485000;0;620;408000;40080;138500;55000;2065000;320250;0;620;470500;40090;223000;55000
A49;Stadtwerke Feuchtwangen;S1;1000;550;NSP;83800;0;60;13.77;8160;15580;2770;13200;82200;0;85;13.77;9410;15590;4460;13200
A49;Stadtwerke Feuchtwangen;S2;5000;1500;NSP;419000;0;60;13.77;40800;17580;13850;66000;411000;0;85;13.77;47050;17590;22300;66000
A49;Stadtwerke Feuchtwangen;S3;20000;7000;NSP;1676000;0;60;13.77;163200;25080;55400;264000;1644000;0;85;13.77;188200;25090;89200;264000
A49;Stadtwerke Feuchtwangen;S4;50000;25000;NSP;4190000;0;60;13.77;408000;40080;138500;660000;4110000;0;85;13.77;470500;40090;223000;660000
A50;Stadtwerke Hof Energie+Wasser GmbH;S1;1000;550;MSP;39700;12347.5;0;1106.2;8160;15580;2770;1100;35000;11836;0;1114.7;9410;15590;4460;1100
A50;Stadtwerke Hof Energie+Wasser GmbH;S2;5000;1500;MSP;82500;121185;0;1106.2;40800;17580;13850;5500;85000;99825;0;1114.7;47050;17590;22300;5500
A50;Stadtwerke Hof Energie+Wasser GmbH;S3;20000;7000;MSP;330000;565530;0;1106.2;163200;25080;55400;22000;340000;465850;0;1114.7;188200;25090;89200;22000
A50;Stadtwerke Hof Energie+Wasser GmbH;S4;50000;25000;MSP;1985000;561250;0;1106.2;408000;40080;138500;55000;1750000;538000;0;1114.7;470500;40090;223000;55000
A51;Stadtwerke Iserlohn GmbH;S1;1000;550;MSP;66300;15097.5;0;586.6;8160;15580;2770;1100;63300;6165.5;0;588.72;9410;15590;4460;1100
A51;Stadtwerke Iserlohn GmbH;S1;1000;550;NSP;84000;0;70;8.87;8160;15580;2770;15900;66200;0;70;8.87;9410;15590;4460;15900
A51;Stadtwerke Iserlohn GmbH;S2;5000;1500;MSP;80000;231975;0;586.6;40800;17580;13850;5500;45000;220440;0;588.72;47050;17590;22300;5500
A51;Stadtwerke Iserlohn GmbH;S2;5000;1500;NSP;420000;0;70;8.87;40800;17580;13850;79500;331000;0;70;8.87;47050;17590;22300;79500
A51;Stadtwerke Iserlohn GmbH;S3;20000;7000;MSP;320000;1082550;0;586.6;163200;25080;55400;22000;180000;1028720;0;588.72;188200;25090;89200;22000
A51;Stadtwerke Iserlohn GmbH;S3;20000;7000;NSP;1680000;0;70;8.87;163200;25080;55400;318000;1324000;0;70;8.87;188200;25090;89200;318000
A51;Stadtwerke Iserlohn GmbH;S4;50000;25000;MSP;3315000;686250;0;586.6;408000;40080;138500;55000;3165000;280250;0;588.72;470500;40090;223000;55000
A51;Stadtwerke Iserlohn GmbH;S4;50000;25000;NSP;4200000;0;70;8.87;408000;40080;138500;795000;3310000;0;70;8.87;470500;40090;223000;795000
A52;Stadtwerke Marburg GmbH;S1;1000;550;MSP;64700;16186.5;0;545;8160;15580;2770;1100;47000;11742.5;0;545;9410;15590;4460;1100
A52;Stadtwerke Marburg GmbH;S2;5000;1500;MSP;141000;181155;0;545;40800;17580;13850;5500;102500;131400;0;545;47050;17590;22300;5500
A52;Stadtwerke Marburg GmbH;S3;20000;7000;MSP;564000;845390;0;545;163200;25080;55400;22000;410000;613200;0;545;188200;25090;89200;22000
A52;Stadtwerke Marburg GmbH;S4;50000;25000;MSP;3235000;735750;0;545;408000;40080;138500;55000;2350000;533750;0;545;470500;40090;223000;55000
A53;Stadtwerke Neustadt a.d. Donau;S1;1000;550;MSP;79400;11385;0;980;8160;15580;2770;1100;57600;10257.5;0;980;9410;15590;4460;1100
A53;Stadtwerke Neustadt a.d. Donau;S2;5000;1500;MSP;24000;310875;0;980;40800;17580;13850;5500;71500;190650;0;980;47050;17590;22300;5500
A53;Stadtwerke Neustadt a.d. Donau;S3;20000;7000;MSP;96000;1450750;0;980;163200;25080;55400;22000;286000;889700;0;980;188200;25090;89200;22000
A53;Stadtwerke Neustadt a.d. Donau;S4;50000;25000;MSP;3970000;517500;0;980;408000;40080;138500;55000;2880000;466250;0;980;470500;40090;223000;55000
A54;Stadtwerke Pfarrkirchen;S1;1000;550;MSP;79500;3954.5;0;404.42;8160;15580;2770;1100;56100;2788.5;0;404.42;9410;15590;4460;1100
A54;Stadtwerke Pfarrkirchen;S2;5000;1500;MSP;15000;297735;0;404.42;40800;17580;13850;5500;10500;210015;0;404.42;47050;17590;22300;5500
A54;Stadtwerke Pfarrkirchen;S3;20000;7000;MSP;60000;1389430;0;404.42;163200;25080;55400;22000;42000;980070;0;404.42;188200;25090;89200;22000
A54;Stadtwerke Pfarrkirchen;S4;50000;25000;MSP;3975000;179750;0;404.42;408000;40080;138500;55000;2805000;126750;0;404.42;470500;40090;223000;55000
A55;Stadtwerke Roth;S1;1000;550;MSP;75500;11665.5;0;985;8160;15580;2770;1100;82000;12666.5;0;985;9410;15590;4460;1100
A55;Stadtwerke Roth;S2;5000;1500;MSP;44000;282075;0;985;40800;17580;13850;5500;48000;306225;0;985;47050;17590;22300;5500
A55;Stadtwerke Roth;S3;20000;7000;MSP;176000;1316350;0;985;163200;25080;55400;22000;192000;1429050;0;985;188200;25090;89200;22000
A55;Stadtwerke Roth;S4;50000;25000;MSP;3775000;530250;0;985;408000;40080;138500;55000;4100000;575750;0;985;470500;40090;223000;55000
A56;Stadtwerke Röthenbach a.d. Pegnitz GmbH;S1;1000;550;NSP;125100;0;0;13.3;8160;15580;2770;13200;129600;0;0;13.3;9410;15590;4460;13200
A56;Stadtwerke Röthenbach a.d. Pegnitz GmbH;S2;5000;1500;NSP;625500;0;0;13.3;40800;17580;13850;66000;648000;0;0;13.3;47050;17590;22300;66000
A56;Stadtwerke Röthenbach a.d. Pegnitz GmbH;S3;20000;7000;NSP;2502000;0;0;13.3;163200;25080;55400;264000;2592000;0;0;13.3;188200;25090;89200;264000
A56;Stadtwerke Röthenbach a.d. Pegnitz GmbH;S4;50000;25000;NSP;6255000;0;0;13.3;408000;40080;138500;660000;6480000;0;0;13.3;470500;40090;223000;660000
A57;Stadtwerke Schlitz;S1;1000;550;MSP;79300;16423;0;696;8160;15580;2770;1100;93900;18865;0;696;9410;15590;4460;1100
A57;Stadtwerke Schlitz;S2;5000;1500;MSP;56000;300195;0;696;40800;17580;13850;5500;59000;359160;0;696;47050;17590;22300;5500
A57;Stadtwerke Schlitz;S3;20000;7000;MSP;224000;1400910;0;696;163200;25080;55400;22000;236000;1676080;0;696;188200;25090;89200;22000
A57;Stadtwerke Schlitz;S4;50000;25000;MSP;3965000;746500;0;696;408000;40080;138500;55000;4695000;857500;0;696;470500;40090;223000;55000
A58;Stadtwerke Schwabach GmbH;S1;1000;550;MSP;80600;10351;0;870;8160;15580;2770;1100;71900;9278.5;0;870;9410;15590;4460;1100
A58;Stadtwerke Schwabach GmbH;S1;1000;550;NSP;90900;0;60;14;8160;15580;2770;15900;78300;0;60;14;9410;15590;4460;15900
A58;Stadtwerke Schwabach GmbH;S2;5000;1500;MSP;39000;301275;0;870;40800;17580;13850;5500;35500;268125;0;870;47050;17590;22300;5500
A58;Stadtwerke Schwabach GmbH;S2;5000;1500;NSP;454500;0;60;14;40800;17580;13850;79500;391500;0;60;14;47050;17590;22300;79500
A58;Stadtwerke Schwabach GmbH;S3;20000;7000;MSP;156000;1405950;0;870;163200;25080;55400;22000;142000;1251250;0;870;188200;25090;89200;22000
A58;Stadtwerke Schwabach GmbH;S3;20000;7000;NSP;1818000;0;60;14;163200;25080;55400;318000;1566000;0;60;14;188200;25090;89200;318000
A58;Stadtwerke Schwabach GmbH;S4;50000;25000;MSP;4030000;470500;0;870;408000;40080;138500;55000;3595000;421750;0;870;470500;40090;223000;55000
A58;Stadtwerke Schwabach GmbH;S4;50000;25000;NSP;4545000;0;60;14;408000;40080;138500;795000;3915000;0;60;14;470500;40090;223000;795000
A59;Stadtwerke Sindelfingen GmbH;S1;1000;550;NSP;73700;0;90;9.75;8160;15580;2770;15900;55100;0;90;9.75;9410;15590;4460;15900
A59;Stadtwerke Sindelfingen GmbH;S2;5000;1500;NSP;368500;0;90;9.75;40800;17580;13850;79500;275500;0;90;9.75;47050;17590;22300;79500
A59;Stadtwerke Sindelfingen GmbH;S3;20000;7000;NSP;1474000;0;90;9.75;163200;25080;55400;318000;1102000;0;90;9.75;188200;25090;89200;318000
A59;Stadtwerke Sindelfingen GmbH;S4;50000;25000;NSP;3685000;0;90;9.75;408000;40080;138500;795000;2755000;0;90;9.75;470500;40090;223000;795000
A60;Stadtwerke Treuchtlingen KU;S1;1000;550;MSP;71500;6083;0;588;8160;15580;2770;1100;64800;5808;0;588;9410;15590;4460;1100
A60;Stadtwerke Treuchtlingen KU;S2;5000;1500;MSP;45000;251115;0;588;40800;17580;13850;5500;49500;221580;0;588;47050;17590;22300;5500
A60;Stadtwerke Treuchtlingen KU;S3;20000;7000;MSP;180000;1171870;0;588;163200;25080;55400;22000;198000;1034040;0;588;188200;25090;89200;22000
A60;Stadtwerke Treuchtlingen KU;S4;50000;25000;MSP;3575000;276500;0;588;408000;40080;138500;55000;3240000;264000;0;588;470500;40090;223000;55000
A61;Stadtwerke Werl GmbH;S1;1000;550;MSP;74700;16571.5;0;857.2;8160;15580;2770;1100;52300;8349;0;857.2;9410;15590;4460;1100
A61;Stadtwerke Werl GmbH;S2;5000;1500;MSP;67500;274695;0;857.2;40800;17580;13850;5500;5000;215145;0;857.2;47050;17590;22300;5500
A61;Stadtwerke Werl GmbH;S3;20000;7000;MSP;270000;1281910;0;857.2;163200;25080;55400;22000;20000;1004010;0;857.2;188200;25090;89200;22000
A61;Stadtwerke Werl GmbH;S4;50000;25000;MSP;3735000;753250;0;857.2;408000;40080;138500;55000;2615000;379500;0;857.2;470500;40090;223000;55000
A62;Stadtwerke Witten Mittelspannungsnetz GmbH;S1;1000;550;MSP;87800;9619.5;0;809.09;8160;15580;2770;1100;54400;6088.5;0;809.09;9410;15590;4460;1100
A62;Stadtwerke Witten Mittelspannungsnetz GmbH;S2;5000;1500;MSP;90500;287610;0;809.09;40800;17580;13850;5500;59000;176355;0;809.09;47050;17590;22300;5500
A62;Stadtwerke Witten Mittelspannungsnetz GmbH;S3;20000;7000;MSP;362000;1342180;0;809.09;163200;25080;55400;22000;236000;822990;0;809.09;188200;25090;89200;22000
A62;Stadtwerke Witten Mittelspannungsnetz GmbH;S4;50000;25000;MSP;4390000;437250;0;809.09;408000;40080;138500;55000;2720000;276750;0;809.09;470500;40090;223000;55000
A63;Stromnetz Berlin GmbH;S1;1000;550;MSP;63600;4114;0;517.27;8160;15580;2770;1100;41900;2827;0;493.49;9410;15590;4460;1100
A63;Stromnetz Berlin GmbH;S2;5000;1500;MSP;165500;125745;0;517.27;40800;17580;13850;5500;117500;76695;0;493.49;47050;17590;22300;5500
A63;Stromnetz Berlin GmbH;S3;20000;7000;MSP;662000;586810;0;517.27;163200;25080;55400;22000;470000;357910;0;493.49;188200;25090;89200;22000
A63;Stromnetz Berlin GmbH;S4;50000;25000;MSP;3180000;187000;0;517.27;408000;40080;138500;55000;2095000;128500;0;493.49;470500;40090;223000;55000
A64;Stromnetz Weiden i.d.OPf. GmbH & Co. KG;S1;1000;550;MSP;71700;5109.5;0;516;8160;15580;2770;1100;47900;3388;0;516;9410;15590;4460;1100
A64;Stromnetz Weiden i.d.OPf. GmbH & Co. KG;S2;5000;1500;MSP;35000;256785;0;516;40800;17580;13850;5500;22500;171930;0;516;47050;17590;22300;5500
A64;Stromnetz Weiden i.d.OPf. GmbH & Co. KG;S3;20000;7000;MSP;140000;1198330;0;516;163200;25080;55400;22000;90000;802340;0;516;188200;25090;89200;22000
A64;Stromnetz Weiden i.d.OPf. GmbH & Co. KG;S4;50000;25000;MSP;3585000;232250;0;516;408000;40080;138500;55000;2395000;154000;0;516;470500;40090;223000;55000
A65;Stromnetzgesellschaft Herrenberg mbH & Co. KG;S1;1000;550;NSP;66900;0;100;9.63;8160;15580;2770;15900;58400;0;100;9.42;9410;15590;4460;15900
A65;Stromnetzgesellschaft Herrenberg mbH & Co. KG;S2;5000;1500;NSP;334500;0;100;9.63;40800;17580;13850;79500;292000;0;100;9.42;47050;17590;22300;79500
A65;Stromnetzgesellschaft Herrenberg mbH & Co. KG;S3;20000;7000;NSP;1338000;0;100;9.63;163200;25080;55400;318000;1168000;0;100;9.42;188200;25090;89200;318000
A65;Stromnetzgesellschaft Herrenberg mbH & Co. KG;S4;50000;25000;NSP;3345000;0;100;9.63;408000;40080;138500;795000;2920000;0;100;9.42;470500;40090;223000;795000
A66;SWL Verteilungsnetzgesellschaft mbH;S1;1000;550;MSP;101300;21906.5;0;660.28;8160;15580;2770;1100;79900;12655.5;0;660.28;9410;15590;4460;1100
A66;SWL Verteilungsnetzgesellschaft mbH;S2;5000;1500;MSP;140000;334620;0;660.28;40800;17580;13850;5500;39000;304890;0;660.28;47050;17590;22300;5500
A66;SWL Verteilungsnetzgesellschaft mbH;S3;20000;7000;MSP;560000;1561560;0;660.28;163200;25080;55400;22000;156000;1422820;0;660.28;188200;25090;89200;22000
A66;SWL Verteilungsnetzgesellschaft mbH;S4;50000;25000;MSP;5065000;995750;0;660.28;408000;40080;138500;55000;3995000;575250;0;660.28;470500;40090;223000;55000
A67;SWM Infrastruktur GmbH & Co. KG;S1;1000;550;MSP;66200;11979;0;569.9;8160;15580;2770;1100;49500;8734;0;602;9410;15590;4460;1100
A67;SWM Infrastruktur GmbH & Co. KG;S2;5000;1500;MSP;24500;262680;0;569.9;40800;17580;13850;5500;15000;198195;0;602;47050;17590;22300;5500
A67;SWM Infrastruktur GmbH & Co. KG;S3;20000;7000;MSP;98000;1225840;0;569.9;163200;25080;55400;22000;60000;924910;0;602;188200;25090;89200;22000
A67;SWM Infrastruktur GmbH & Co. KG;S4;50000;25000;MSP;3310000;544500;0;569.9;408000;40080;138500;55000;2475000;397000;0;602;470500;40090;223000;55000
A68;SWO Netz GmbH;S1;1000;550;NSP;82600;0;45;11.25;8160;15580;2770;1100;78500;0;55;11.25;9410;15590;4460;1100
A68;SWO Netz GmbH;S2;5000;1500;NSP;413000;0;45;11.25;40800;17580;13850;5500;392500;0;55;11.25;47050;17590;22300;5500
A68;SWO Netz GmbH;S3;20000;7000;NSP;1652000;0;45;11.25;163200;25080;55400;22000;1570000;0;55;11.25;188200;25090;89200;22000
A68;SWO Netz GmbH;S4;50000;25000;NSP;4130000;0;45;11.25;408000;40080;138500;55000;3925000;0;55;11.25;470500;40090;223000;55000
A69;SWR Energie GmbH & Co. KG;S1;1000;550;MSP;84600;9608.5;0;650;8160;15580;2770;1100;53700;10411.5;0;650;9410;15590;4460;1100
A69;SWR Energie GmbH & Co. KG;S2;5000;1500;MSP;127000;248325;0;650;40800;17580;13850;5500;69000;177780;0;650;47050;17590;22300;5500
A69;SWR Energie GmbH & Co. KG;S3;20000;7000;MSP;508000;1158850;0;650;163200;25080;55400;22000;276000;829640;0;650;188200;25090;89200;22000
A69;SWR Energie GmbH & Co. KG;S4;50000;25000;MSP;4230000;436750;0;650;408000;40080;138500;55000;2685000;473250;0;650;470500;40090;223000;55000
